swap_pair,swap_pair_address,liquidity_USD,token_0_symbol,token_0_address,token_0_decimals,token_0_totalSupply,token_1_symbol,token_1_address,token_1_decimals,token_1_totalSupply
DBIX-WBNB,0x9222e92f0bc35442ded3ebbaa1ee39320266d494,0.916,DBIX,0x9b1066d312de5f13fdc6f056357c4a284d6cfeb4,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-ZLATA,0xb7999ce8a5f1f8c5518c35608b2bafad22406a12,0.832,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ZLATA,0xe788ea2b57655b4942db8cdb4523aef250beb2d4,18,18792
LMT-WBNB,0x9ddb9f95c1cc21bc65f20351713368ada7acce87,0.686,LMT,0x76645e3cb8a3bd36541275e4a68d46f14dd75311,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BOCH-WBNB,0x51fab92197b9f9e50261f636a888eaa1cd785b27,1.152,BOCH,0x50bda0cdf2388fc6a31785100eaacee170b98a8c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FXP-WBNB,0x77d38d512c964a17d526a079f7b2f116ed00aadf,0.916,FXP,0x9dad3b29225d0ba3f952ec50479649c0dda35d07,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PDM-WBNB,0xbfcfd19c2b8b49b924dca342ae6f02572ba1b6fb,0.672,PDM,0x6abbc38253f280d09582ac745883a5f34f59ebaa,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-TWITTER COIN,0xb4129de41d420c06e1ca9d9d83c297bed196c45c,0.666,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,TWITTER COIN,0xf8033e7c1706f7b5fe9cca596b100f9ae1cf6c99,3,18792
WBNB-BAKE,0x2d2824ae840268142f2c6d92495c0bc78898efde,0.459,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,BAKE,0xe02df9e3e622debdd69fb838bb799e3f168902c5,18,18792
ATOM-WBNB,0xa7fe658138446a9b1c37782cdca906cd84b575c4,0.521,ATOM,0x0eb3a705fc54725037cc9e008bdede697f62f335,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BOB-WBNB,0x7118886f093d294d928ab9ab87513b69284ec446,0.994,BOB,0x1d20a7d3bc21ee22248669df90e1042c45238425,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
COCO-WBNB,0x22b6a1d20dd7d22d87f08f11d34b2925405a1fc2,0.476,COCO,0x86f3c38fd55877101c500c74bb4cd25d54db43e2,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
AVAL-WBNB,0x4f696f4a1d087c52b04278d4a17be30379c46a5a,0.801,AVAL,0x5cb16e6e24c1ecb049710ff5395d59950c9c9a0e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ICC-WBNB,0xbd0e4969ab27601ec8fbd1d0b9d9d0d9751e15d9,1.21,ICC,0x99cdc08a562b0d64f532453a7cd1aae52e4c449e,16,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Tcg-WBNB,0x8ca296a91b4a99612c07b870248409dfa400cd07,0.776,Tcg,0x596203ead6618404894a350c551a0efbb35ff092,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
QUICK-WBNB,0x9b3a9141694f2eb0332053ee67741357e7b72f82,1.093,QUICK,0x86b8a34b8dd7f00c3173633d13d7fb89e15df5b4,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MYST-WBNB,0x4a99fbdabf735758907a984fee2b4f562e0ff460,0.623,MYST,0x58d41ff7f1f7b8000209363427b20f4a9373d389,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TRIET,0x5c41d48020835e2c3328b180b5e4536d29ff8e0e,1,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TRIET,0xf79910f837635ae6936b28cc91c0bacf87c6e96b,18,18792
GBL-WBNB,0xbf4d12cdc58753df26d0235c5a10a3395b89332c,0.57,GBL,0x719ea43ae552fc21acb7fc48a2f870c3dbbc93a2,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DAF-WBNB,0x34036d89a80533146e5a4502427879bf3e034f16,0.542,DAF,0x8fb1a59ca2d57b51e5971a85277efe72c4492983,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
HBT-WBNB,0x42929a3ed2bfadfe2261795f5a13e4952209d90a,1.15,HBT,0x005c11cf6782ecd1312722d426689b0bb1f3d31c,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TKG,0x2a8b714bb97e46457f8e3229f5c36cc45e2c4443,0.343,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TKG,0xcb192b50c414fe690c5260c129c8fb9462315a87,9,18792
USDT-BAKE,0x6249aa933b396bcfa95a6c51bcf3eba5e95a442f,0.501,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,BAKE,0xe02df9e3e622debdd69fb838bb799e3f168902c5,18,18792
WBNB-ANFI,0x46a8f75081e90125b6460b84ea73e1cbb6ae883a,0.757,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ANFI,0xd713c417c6b24be125488a299073fa877d70b4f5,18,18792
ms-WBNB,0xc7f0865d71ddb95cf85eeca1c3e49302837bf061,1.064,ms,0x5bfdb970d2a7eb1c69af42357b28dcb469965c91,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-DMR,0x5a2017908ea2978eee4c7c85504ddb9c6567e8af,0.551,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,DMR,0xdea28bf1ee113af6f16535a2415d4634eef55282,18,18792
WBNB-MUFC,0x5b72cc6553ac51feae42e64aeb4583b9896d081b,1.159,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MUFC,0xcc30468991db9f96d1f6a7a843bb2e32639d96b8,3,18792
ETH-EMP,0x6cac89e2536c6856476f1cd56246c4fb6dea7433,0.816,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,EMP,0xd8d2764839b498ab757c0fa842af2c71e8e92e71,18,18792
💥🐒-WBNB,0x929ebe394936e34d789b8dbb32129661c0f52858,0.356,💥🐒,0x95fbaac0036680e89718f6ede0b919857808512e,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Apex Token-WBNB,0xcdb99b2f2231d18b31fae037efec102cc0361f58,0.876,Apex Token,0x7eeb5c17aaa7ee3d000c91b654513fbaea789139,7,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BCP-WBNB,0x852107dbe2e4071feb19f4c30c871c727250ec21,0.439,BCP,0x990050850e7a71055da7eb4880a71c7181401a3c,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ULE-WBNB,0x0b6c2b70c3d90d608497bebd88643ac3c3ecf494,0.484,ULE,0x3a549866a592c81719f3b714a356a8879e20f5d0,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Rot-WBNB,0xe3c7f053d34d9be3e563a29be6abddd9b8531e36,0.814,Rot,0x02b14a7664834e349b9399b64ebd003df1a7470a,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
S-ALFA-WBNB,0x40e389e16b9a101261c8fbcfc24710230a99c71c,0.652,S-ALFA,0x07bd0fed6d6df0659721abb41a9d67b2182495e4,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BAT-USDT,0x85cc3115988f31ca9792d1a1fc328e679c48eea1,0.615,BAT,0x32d145a365acb9ff7eaa8175283b75953575984b,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
bMXX-WBNB,0x892d17b1448138c2d73455099db6579855dae1a3,0.637,bMXX,0x4131b87f74415190425ccd873048c708f8005823,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-ANJI,0x09aa656947a80e9dc3ce016c2d73626848c1f4b2,0.486,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ANJI,0xfc619ffcc0e0f30427bf938f9a1b2bfae15bdf84,9,18792
UST-WBNB,0xa4d75bfa3f1757b0517c3d58518fe340998145d9,0.469,UST,0x23396cf899ca06c4472205fc903bdb4de249d6fc,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
Cake-USDT,0xd5bcc36f9e852ce059843cbeeff6680d09330a73,0.491,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
Palx-WBNB,0xb1183b5ae588c1e85b5cd20e24198bd094cc5e89,0.968,Palx,0x661726eca8610f3a11334108ecabc2d08751e336,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BIG☀-WBNB,0x1028263895d7a02c9e4825d86c1df0c85e99ef9c,0.726,BIG☀,0x91cc678f39a86ec3eb0c4ae3d21fd771bcbd5c3a,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
LAIKA-WBNB,0x06f5955a5eef1bffa429165b264119bb4776f749,0.477,LAIKA,0x2a49de60cc6204c3afc3e770fdb30a0554147519,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MZK-WBNB,0x3dce5640aaf4ec947544bebdfa2e48e9c9a55b02,0.625,MZK,0x4066c849a5500e50488313ce29a690ce33aa4c2d,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SNAKO-WBNB,0xb333b341b9025fead96a1ca9b2e73021ac73bba6,0.622,SNAKO,0xa1b92d3505c1a97761fbcce9807c3b3dea564539,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FDOGE-WBNB,0xb766df4b60772b62f536a2f7b9238d990ba6512d,0.424,FDOGE,0x061ccb39b90072246fb1e24c53e5d9a6ee93c673,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-DEFI,0x87fb44bd69294f35f9e72e490bdb979cdc3d45a0,0.849,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,DEFI,0xd9e407ffd8c7c74c09bac201fc41a5eaab4f79fa,18,18792
PopDoge-BUSD,0xc9533a5bc720de92f639c5420bfdbe006110d343,0.559,PopDoge,0x21c9a960a550adb0f89911b62698b9e8bab86037,9,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
SWINGBY-WBNB,0x2384b03016340c77ae5fb0acef1b5f309e94f9aa,0.409,SWINGBY,0x71de20e0c4616e7fcbfdd3f875d568492cbe4739,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-ZOE,0xfc231fef5f9b3526b78134014550f200ffd141a1,0.562,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,ZOE,0x8d2b2e3dcf0bcad65765d256390c5154d3ba19cf,18,18792
BLS-WBNB,0x0376dfd2819736eee9ca2246ebad8c78dd54052f,0.389,BLS,0x92dd4de953676d6345f847ebff5f4cf31a3f0f57,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-NEXM,0x8b6d8a9f0ebd9f3990a7b204e2bd13724f12043a,0.343,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,NEXM,0xfa37e513e6cd506c4694b992825a8b614c035581,8,18792
ROMA-BUSD,0x3ed187b9b220a2a4ec7cfbf962ad02fb25198ff4,0.279,ROMA,0x563aaaa28aa7ec486cd66be8c4935667660203a2,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
tkn-WBNB,0x1bfa59599b9e6ac616ea66e6f7e2feae86808a31,0.357,tkn,0x0c23d2ac9a1f425f2c0b4072e3545df4ef8de720,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
ETH-ROF,0x4a99a4c6cc6e2591a828f46c782a2c2b5e8abf3e,0.471,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,ROF,0xcd95b05ebe61244de4df9c2c4123920f016a06df,10,18792
VTECH-WBNB,0x8e702fffca221d0f3d95b08dc4ddbe5209c49357,0.646,VTECH,0xaa6ad97425e5c30dd9ad88f9cea03f7e109401ed,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
GALABET-WBNB,0x6075ef0ac18bb45ae7fd4461c07040559c963304,0.337,GALABET,0x6d6521283cd3fd0188fe0408e700a5790a0f6c61,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
OMGT-USDT,0x5f8edd480c065d3159d5138c725237852bbc4ff8,0.502,OMGT,0x3384e7c0c8b591a1e7cd8b4b1a87eb6cc0587092,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
Ratoken-WBNB,0xf8b651b081346438be076750ce3643922155e61c,0.679,Ratoken,0x43c612590ad7ac3f5fc217bf71487b49a034e195,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TESTIS,0x4e4f9dbe07ae1c76028242480f814f5e1828aa33,0.669,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TESTIS,0xcfde718641a50b964580913f37253fd4eb6819a2,10,18792
USDT-wCCX,0xbb4ceac4eab6edd22abb67b66dbb4435b7e0fcd5,0.255,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,wCCX,0x988c11625472340b7b36ff1534893780e0d8d841,6,18792
POP-USDT,0xd79d586ff9f81cfdb610437b54a80c4cbc7a0e1e,0.323,POP,0x4d073e46009bf3fbcc65f12045c446b1d4d9a5ba,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
USDT-RANKER,0x97fcd9845c00b3ba32cf0229b006d9de7cc4096f,0.345,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,RANKER,0xde4512db1a7a7519818da38db86ec1363d70a711,18,18792
AAH-WBNB,0xb7f32c033159caca34050dbb21e06e080acb6894,0.589,AAH,0x1bfbbf13066d61b0cbdc6880c96534f2b4fbfd7d,10,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DRIP-WBNB,0x39fbaa346a775f9991e9cdae74e1e260c7f2f5a6,0.305,DRIP,0x20f663cea80face82acdfa3aae6862d246ce0333,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-MCL,0x151acf1feed2652ecf827d274e35c7acae008492,0.258,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,MCL,0xfe4eb925914bf72f6fc19b98b359e246ac3df132,6,18792
WBNB-SIMA,0x40e95a611ae464994972616b71549e161d56e1b1,0.607,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SIMA,0xbdac5c8bc3ff38083437bb712d55b668f44f6df1,9,18792
SFF-WBNB,0xe3f5fb8c89f75ad0d91624ef48d7240d22f31194,0.436,SFF,0x78cd0ea1108a146dc493b086170e2d9771b67570,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
COCA-BUSD,0xea8ae13a82e4edb1e82d0cdb37ea33a35fbfd1ea,0.513,COCA,0x91335e18e55881c35de3d72ce8734496d6e882ab,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
OMGT-WBNB,0x663884a496cf792ab8f23921b6f58bac74bc26bf,0.441,OMGT,0x3384e7c0c8b591a1e7cd8b4b1a87eb6cc0587092,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CYC-BUSD,0x191ba3f52c9aa837d5ceef6fb0b2891c07ba98af,0.474,CYC,0x810ee35443639348adbbc467b33310d2ab43c168,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
FIL-WBNB,0xadae5072dfe409e61da1efc804b40137e3886850,0.234,FIL,0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
MRF-WBNB,0x64bb4536f0c35ffd9e648db42bfc0a26d3047fb5,0.368,MRF,0x0849a9c6f6b1b9a38b3257dd88c93fadb4af6d02,10,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
HYPERBNB-WBNB,0xf7d68d49be7df84a188f79cfeb8dc1bde0e32856,0.631,HYPERBNB,0x0930a385f3cc663167b9d14f6dd37a35542059a6,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
YSO-WBNB,0x075c8ad987c39b11606dd9fcc36c974549fb7178,0.437,YSO,0x198c0917bb93600122ae2e97c1c0116eeebbc485,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
POM-WBNB,0x2e4169e490b094cbfbaa24c7e7efba5467df6ac1,0.596,POM,0x482eef8acf0bcc2afa9bfc9d0a0d45248d32a205,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
DS-WBNB,0xed3eacd6c0444cceccf6f835473a8203b28171da,0.427,DS,0x49c46c59a023abfd6b462c6eb1d6f2e5fbdb4003,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-EnergyX,0x5e182792564441545f64459dd7c1f90a9b94266e,0.655,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,EnergyX,0xbbe899c61198d1826a43e20ea19efc46e50c2b00,8,18792
WBNB-SHBTUBE,0xa4a9526eb0602d842746783c7686cbeecde7fadc,0.495,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,SHBTUBE,0xcfc01cd2ad6bb25ee4ac0342ef496171d62e0d1a,18,18792
SHTIMP-WBNB,0xddd3b4901c51d7791fef855dcceadcd0d888d1d7,0.523,SHTIMP,0x459b75b21f914e68694b34eae4b11703e91e90c9,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
KIOSINI-WBNB,0xf3541108a8e370e84ffc8fa325c759f8174daa20,0.433,KIOSINI,0x72a75fa6affe51a290b0f3c10f18fec90071ba57,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CODY-WBNB,0xcd9bf149f15985a89f4960bbc57cefe2d093af02,0.374,CODY,0x77de95e7bd449f7d82117a40ced6ffc87d8e6c20,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TART,0xab9923b8645373652ca723214e864b850d0a9141,0.336,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TART,0xce6857ecefd9dd8787d68a416fd44033e0abc4be,18,18792
BTH-WBNB,0x98782ba2a50bb4ad659bd0e0af31923219580ba4,0.216,BTH,0x18127e02409d36aa425209d36fb26691cbf7bd2a,10,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-TestX123,0x93e8c02e1ef9322aa1f88f8c31afd5707407ee31,0.458,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TestX123,0xe4f462986c7c9dd2d6167d748f13704bd04a1c11,18,18792
hlc-WBNB,0x4df7af2f857af116a9cbc8fdb5b9d70094318e4d,0.542,hlc,0x4cd626d3cc74bc527723f247cf469bf1644ea614,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
LIRA-WBNB,0x3073ff5cd46a15c24acd2d6e18eeb5edb18a550b,0.242,LIRA,0xa80a006a48dc7203eb3aa7e0b3816918d242cfc4,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
EKARTINU-BUSD,0x643dbde68d1a09ff0e8e425cc99ca739bafc4fda,0.301,EKARTINU,0xd2e1cd904d1903c3746fa4bdf02e3dcd01c4548c,9,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
USDT-ICE,0xcc46b880047e93fa6373ddad06dc91227b203207,0.688,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,ICE,0xf16e81dce15b08f326220742020379b855b87df9,18,18792
SIPLEAN-BUSD,0x64700564195ad58567655923edd6ac4af38e0b8c,0.576,SIPLEAN,0x64bc251b0eb9200948c9155573cd459c5e17c6a4,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
ECP-WBNB,0xab788779502394896ca8dfef890be746e1c0a4cd,0.577,ECP,0x375483cfa7fc18f6b455e005d835a8335fbdbb1f,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PARS-WBNB,0x3745894b666a693b84060c258732cc2180cfe0d0,0.25,PARS,0xa03abbc1b26df575a93a969045d9b72066a864d1,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
SHIBORG X25-WBNB,0x19c1eaaf50653f877a34a0415067d3336b46020e,0.384,SHIBORG X25,0x0bec383836dc0856b3072323122860507524bc4b,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
RANKER-BUSD,0x228f49ea3765c49f22aec712cb8181e87619debe,0.406,RANKER,0xde4512db1a7a7519818da38db86ec1363d70a711,18,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
ETH-ANKR,0xe861aa00dc09f059c2a42c517bfacaee6a7c61b3,0.225,ETH,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,18792,ANKR,0xf307910a4c7bbc79691fd374889b36d8531b08e3,18,18792
CTT-WBNB,0x98afef601a832cfa00124c605e3590f455f8d007,0.226,CTT,0x1cdd4fb11dfde0e7641f210b3e08c13505feb223,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBNB-GORG,0x0fe3a33875c38d25a3a370ac67477a729a2ea6c4,1.048,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,GORG,0xd15a5463b36f429089108ceec2aa029eb3a89618,8,18792
NDO-WBNB,0x70843e7def374529804c320e4742c1e603909f25,0.26,NDO,0x080ed3d44991be25206be2867d18212ab12be33e,6,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
CYFM-WBNB,0x3ba0ebb3d4aa55a52966f3275824472a613d6ffe,0.528,CYFM,0x9001fd53504f7bf253296cffadf5b6030cd61abb,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
0xzx-WBNB,0xe8611b4296acaec7d074c5d70d9cd6dd93736d83,0.253,0xzx,0x1fbb6ca220dcbe732f796fa9b13dd21cd654511b,9,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
TIKI-WBNB,0xa368904c6ab4e46851dc13646f2c5b0db4911f31,0.254,TIKI,0x5ffbe28cc84d384ca4d4a1e6baa4afbe4fa53177,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
PISS-WBNB,0x2a9d2e91d6fd1c62decb80a1e15df1639f746311,0.455,PISS,0x41afc4220b08d1f336eacf231cd8ce5c7e7fb9c9,4,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
BTCBR-USDT,0x451b610cd58672360f3f7a5841220959ccc96f7f,0.262,BTCBR,0x0cf8e180350253271f4b917ccfb0accc4862f262,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
DAF-BUSD,0xe99db59e8688ee6b7654f90c650bd12cd8b2283a,0.234,DAF,0x8fb1a59ca2d57b51e5971a85277efe72c4492983,6,18792,BUSD,0xe9e7cea3dedca5984780bafc599bd69add087d56,18,29672
WBNB-TRTO,0xd9ea28b7a814844cd9b52c3f99df3dd0a90cba39,0.325,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,TRTO,0xfcf93a7ce9b1f5b80e7b1e630752d7045a2be985,18,18792
SHIRU-WBNB,0x15e25def55465d49d27c5fc57a59fd6456395cda,0.176,SHIRU,0xa9e85f8e01e9bc1ed13ba341a6cf769efa2a7087,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
USDT-SHI,0x97fa7b221cde9197fe3f66d05b61d2f9d23f16a4,0.409,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,SHI,0x780b6a14e72e8b8cdb2761b392b94c56f921c9a3,18,18792
WBNB-HVI,0x7cb617f4b4f733708081f90cda8bbca67afcd957,0.193,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,HVI,0xde619a9e0eeeaa9f8cd39522ed788234837f3b26,9,18792
ETHM-WBNB,0x80a8b86ba66cc7c3f893a15670efa233547dbb7b,0.235,ETHM,0x0b33542240d6fa323c796749f6d6869fdb7f13ca,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
FOMO-WBNB,0x4ddc139cab204b299afe0561969ca620d50058dc,0.272,FOMO,0x5eef8c4320e2bf8d1e6231a31500fd7a87d02985,18,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
hoh-WBNB,0x26724639bc6a037c1c03cb79fc84f7b213387957,0.325,hoh,0x265fec41f067de1c069bdafad44129aa326881c7,8,18792,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048
WBTCBR-USDT,0xf09b97c7195c8585d1a2eba810211c6887ce4acd,0.3,WBTCBR,0x2919b42e28ba205b56712425d09d98d3bdeb7b1a,18,18792,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168
WBNB-ANKR,0xa20a6f81bbd59060da05ac38de1e38adcaad2bdb,0.15,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,ANKR,0xf307910a4c7bbc79691fd374889b36d8531b08e3,18,18792
USDT-SYN,0x8f004a1cca228fc81ceff1b51b436a0ea57826de,0.267,USDT,0x55d398326f99059ff775485246999027b3197955,18,19168,SYN,0xa4080f1778e69467e905b8d6f72f6e441f9e9484,18,18792
WBNB-RANKER,0x36c29b3ef7d12879c2972f69c8c31c7b7199de3a,0.148,WBNB,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,18,20048,RANKER,0xde4512db1a7a7519818da38db86ec1363d70a711,18,18792
